member,fact,attempt,validation_ms,store_ms
org0-member0,30fc0d7c9e9b07aa27ec3a34370204240cb302fca7b8198f4663051de35b214e,1,0.874,22.371
org0-member0,3135f5c6bac7a6f22a199dadb4b7c15fd389c125080e7fa80a4bdb62e683c7e1,1,0.641,31.674
org0-member0,34cd3484ed5cac1bfcefba10b0115a0d6a63e34069a353ba432ff60318eafd7a,1,0.637,15.651
org0-member0,3537bc1f2b291bb9f93464339297eede1e77f2eaaeddf67abf0847d83cf799a0,1,0.602,32.751
org0-member0,3608b3c8320cf5ef6e263493bc177ab1129006dafea2f85c7c04d3be10392d60,1,0.61,21.433
org0-member0,3857ce1163186134295fa2868ecd402f1f75fe8eac4549317be406921c5d3bd7,1,0.802,26.595
org0-member0,3b980ae763be69c25a0807fd9c707a42dad2760bfa151c7e2b665e5178461d1d,1,0.629,16.835
org0-member0,4865e5784c07e35181ad8b95082cf01f6855dad5ffe1aad43b4bd3b8f608959e,1,0.62,19.515
org0-member0,4e159866c890efafe40344f17677888ce0a12698d3af2b4bb7a811b25d3fcba9,1,0.626,26.967
org0-member0,5130309716aa0b5fec57c7d3fb71183b82acabc43547092e9ac4b2673b109b35,1,0.58,42.581
org0-member0,51b0dfa270b4c27bb13e8d71149d296829fc764ce96ce39950c0a6d276b820ae,1,0.622,20.787
org0-member0,51daeed6a5bc3f11d96a0ef7f844cb6b35780d694b1a65ade866aec4f87e9039,1,0.647,27.779
org0-member0,5292673d42fde21b44f2fa6415ea12df70b2cd1d2de155ce16ea10370c896668,1,0.629,22.723
org0-member0,53f3a192f6186a815aac5d4c3f0a44766e511ca07b5087dec1a64fa03b3d2553,1,0.654,23.21
org0-member0,56855b1fd42767b12d0e6d81ef2406dcb2164e7c9c2df2a41e487bf13f61b60c,1,0.696,34.71
org0-member0,5c5938cb30875f5d14874dc17f7f3e22faa433cb6b42f1d24f194d8457e522e8,1,0.916,37.041
org0-member0,5c5938cb30875f5d14874dc17f7f3e22faa433cb6b42f1d24f194d8457e522e8,2,0.979,0.053
org0-member0,60b80a9a8e4dd5fe913819599ae85d7805f8392d0b47ffcf2d851a15893762b0,1,0.574,18.912
org0-member0,60b80a9a8e4dd5fe913819599ae85d7805f8392d0b47ffcf2d851a15893762b0,2,0.612,22.611
org0-member0,631eed705d970d4946cc2edd39c1a0bc2746b9dc9ee9178168438183ad5eee80,1,0.566,42.761
org0-member0,648314d297b2c694e29ad91ea73fbb9332cf4649a12f55d8557df39ec1bd61db,1,0.665,31.692
org0-member0,685a00ef28c893e49acef3e65b62ead7df8d92c402d7dc729dd58411adc3caaa,1,0.552,37.815
org0-member0,6b76f408bcba558f417f15635200418e0bef638a6aa254e779300eeec4247873,1,0.626,36.734
org0-member0,6b8b060fc9a298e63b555ae646633a4d11efac09bfb0eaefc9b141ee8fcea05f,1,0.635,31.708
org0-member0,6eb74edc70ac890e6bd8ffdba384c3c3b0d7ee2513d908d18911c483ef5f57f1,1,0.613,22.73
org0-member0,6eb74edc70ac890e6bd8ffdba384c3c3b0d7ee2513d908d18911c483ef5f57f1,2,0.631,74.751
org0-member0,726c45c767379510312f6d8c502bb09179e350be32834b6d6881d3ea21349190,1,0.559,22.729
org0-member0,735a835270545c2519b89bdcfc704377a729fb212006601ae1c7cd501f7fc568,1,0.621,19.638
org0-member0,74f8fb7d8e39e2f6c937593743a341999928cc2ef9ad048891ff683e7dd5617f,1,0.562,22.818
org0-member0,806c16b8458779ffc6e8ea8df30459101c14ef362f89692a68457d42b413ccb8,1,0.627,27.748
org0-member0,82a75e58e3c6659cbfab67d6b8c55cdd98f3c5c892250aaa4c5d6a4517b482ba,1,0.638,34.65
org0-member0,87dc321f64052c627363c36908eb5432a9f89f550ab2bdc8842778a215bf6175,1,6.996,22.448
org0-member0,8d9de5920707e2310996c47b722a38fc515f8c0542203a90c8bab87bed31be1c,1,0.618,20.715
org0-member0,91b0561a87e6abebc27bb8a86028f04feb202210adda280b2f472f14145996eb,1,0.572,46.688
org0-member0,93a16f087260b1ca86f46cf244eb663af73c2c219fdc629a83da4d9f3de7b2ec,1,0.618,32.911
org0-member0,97859d4c6e32564c97555d0abc89f72da9a6de8855860558798088940a718d54,1,0.839,33.135
org0-member0,a22ae6f3fc6484bbe3b727e4bc3bb0b1cf44240eff7df1527b6aeed7dff83409,1,0.58,34.929
org0-member0,a625131d81b49505a6bbd4de295e6cbb5231cde26f20dd77ebd6f22f092d61bc,1,0.626,37.441
org0-member0,aabf192af2f4ef3ca1e67b3639128068435bd37c7eed17032e41ed3a6be26f14,1,0.629,36.72
org0-member0,ad9519cdf9e2e0265ac79f99cc44f4e39ad9daa91071f54e94c8e4c6df8d6d62,1,0.616,53.792
org0-member0,b65b2e19374a4ae02870dcf9522993cbab0ec34ba68f11b95d7c0bea95dcfcdb,1,0.626,27.553
org0-member0,b65b2e19374a4ae02870dcf9522993cbab0ec34ba68f11b95d7c0bea95dcfcdb,2,0.625,74.654
org0-member0,b91aac4497be5baca7c252775a3b35f921ee9604966224c70d55288bfa5e2104,1,0.704,19.625
org0-member0,ba40c5ae7bbc41c513b886c9a215266eeeb99e299d3e46334e8e91cc867f5885,1,0.621,25.578
org0-member0,ba62e52739fb7f0b8f0c089afa893544ae369c6dde68ac27bdfba8cde325c695,1,0.62,34.594
org0-member0,be312b70a1c375fbc460877e2f94bc39baad3bcc43dcc30c7b4366257aa07458,1,0.615,23.753
org0-member0,bee4c0baff1f5941b3d6a447f121e3015cff3d27ee159eb6450745a6f813b3b0,1,0.669,38.613
org0-member0,bfba9e3fc333bad533a93d8fa9f78cb7dc47d6c3361d6a3be5a873ff6a96faae,1,7.149,24.106
org0-member0,c16bfdcc1ba4bb017cb09b76c667299ec39ae645ad6292329a15bcd1785b5b1c,1,0.611,32.791
org0-member0,c31cb32ededee99b6efd717a04249839183a63a91d5dafce93c2ec7628bbbff7,1,0.623,103.926
org0-member0,d52bdf761b7543f70c10545cb8c860dbb2669f7d75158859238c70cafaac30f3,1,0.621,18.904
org0-member0,d7d7683f44b3f6ca0a132217fe1e5abc5ed60ea0006e277400d7e1ceac3c65cd,1,0.546,23.864
org0-member0,e9c37efb5e508b9c7601af2dbc42651f9f622505342a368aac214d644f950b5d,1,0.557,37.104
org0-member0,e9c37efb5e508b9c7601af2dbc42651f9f622505342a368aac214d644f950b5d,2,0.627,41.746
org0-member0,ee432c0070232f7fb672f505c20267e29920edc126c4977ee5735544ca82576d,1,0.875,18.371
org0-member0,f74961dff0afbd1f3747ddba22c1521cf30412536bfd7940f14b42cb961f39b9,1,0.627,28.174
org0-member1,012a77aff4936fecc855165f1a938ce5b6329709dfbab789ab3545568249fe2a,1,0.666,19.821
org0-member1,024884a4e85f79c4e75ce74097601ad5a39165330da047fe976692bc12a008ac,1,0.624,43.75
org0-member1,02dec80782c6ff16c0ffe1d503cd34e44639719ab3309185ebadf62bfafb0c8f,1,0.63,33.821
org0-member1,065bacb855d29078258730d477552827cc114387bce10dcaf2f0d6fb1c770bf0,1,0.619,38.793
org0-member1,07f5137438f8c27e791ad567fb19ab96eacc770e4cc871c8a4da0c10c3415b57,1,0.633,26.108
org0-member1,07f5137438f8c27e791ad567fb19ab96eacc770e4cc871c8a4da0c10c3415b57,2,0.633,41.623
org0-member1,081ed5599489b6ad2d48f9de554315f52562b1f1b2dfc36bbfba7438c0809571,1,0.623,49.19
org0-member1,0867ae36735374cfbec81882e7c8a166a86233ec8c3849dd767a1ba201c3e1fe,1,0.637,23.68
org0-member1,0905a5fded568d95a9085cf4391b444020e027848b4e4f61371f9d620e761246,1,0.623,18.545
org0-member1,0b2747cd215cb5487bd094de451f102ee140bccf7423b9be2633f49824c9deb6,1,0.844,53.82
org0-member1,1a9f7941d54c291c52d367debd29e8e70e04a554f553651179c6e14fd5119b88,1,0.621,29.603
org0-member1,1cbaca117641b2e2f20737a98782ee6a9c4cc6e5ccfc4665c152b56bfc44a1e6,1,0.648,14.758
org0-member1,1dd4efd60ee192c8dc03ffb3c0b2cd8cd388d0ec82a9555604ba37408c9433b0,1,0.653,23.853
org0-member1,2328de1b9768b9f2f84670f4eb9a1a38cb4e0efbb0f217559c196e0d1bde3df8,1,8.077,27.387
org0-member1,2464533c1e5f7642633ce31ec953599c5562acf201b1de1b8fa017be622931e2,1,0.632,19.98
org0-member1,3018012f43cc7a5b82be70f09f6e8c8aa8953cdfc67e7b0ccd5b7fd5cfc7c9a5,1,0.628,48.572
org0-member1,30fc0d7c9e9b07aa27ec3a34370204240cb302fca7b8198f4663051de35b214e,1,0.701,22.587
org0-member1,3135f5c6bac7a6f22a199dadb4b7c15fd389c125080e7fa80a4bdb62e683c7e1,1,0.635,38.792
org0-member1,34cd3484ed5cac1bfcefba10b0115a0d6a63e34069a353ba432ff60318eafd7a,1,0.641,21.587
org0-member1,3537bc1f2b291bb9f93464339297eede1e77f2eaaeddf67abf0847d83cf799a0,1,0.637,35.738
org0-member1,3608b3c8320cf5ef6e263493bc177ab1129006dafea2f85c7c04d3be10392d60,1,0.629,15.459
org0-member1,3857ce1163186134295fa2868ecd402f1f75fe8eac4549317be406921c5d3bd7,1,0.653,38.678
org0-member1,3b980ae763be69c25a0807fd9c707a42dad2760bfa151c7e2b665e5178461d1d,1,0.678,15.736
org0-member1,4865e5784c07e35181ad8b95082cf01f6855dad5ffe1aad43b4bd3b8f608959e,1,0.629,31.497
org0-member1,4e159866c890efafe40344f17677888ce0a12698d3af2b4bb7a811b25d3fcba9,1,0.616,18.825
org0-member1,5130309716aa0b5fec57c7d3fb71183b82acabc43547092e9ac4b2673b109b35,1,5.551,41.826
org0-member1,51b0dfa270b4c27bb13e8d71149d296829fc764ce96ce39950c0a6d276b820ae,1,0.592,31.489
org0-member1,51daeed6a5bc3f11d96a0ef7f844cb6b35780d694b1a65ade866aec4f87e9039,1,0.656,35.671
org0-member1,5292673d42fde21b44f2fa6415ea12df70b2cd1d2de155ce16ea10370c896668,1,0.618,14.847
org0-member1,56855b1fd42767b12d0e6d81ef2406dcb2164e7c9c2df2a41e487bf13f61b60c,1,0.567,23.73
org0-member1,5c5938cb30875f5d14874dc17f7f3e22faa433cb6b42f1d24f194d8457e522e8,1,0.646,28.263
org0-member1,60b80a9a8e4dd5fe913819599ae85d7805f8392d0b47ffcf2d851a15893762b0,1,0.616,37.726
org0-member1,631eed705d970d4946cc2edd39c1a0bc2746b9dc9ee9178168438183ad5eee80,1,0.642,32.562
org0-member1,648314d297b2c694e29ad91ea73fbb9332cf4649a12f55d8557df39ec1bd61db,1,0.643,29.605
org0-member1,685a00ef28c893e49acef3e65b62ead7df8d92c402d7dc729dd58411adc3caaa,1,0.641,43.816
org0-member1,6b8b060fc9a298e63b555ae646633a4d11efac09bfb0eaefc9b141ee8fcea05f,1,0.55,33.706
org0-member1,6eb74edc70ac890e6bd8ffdba384c3c3b0d7ee2513d908d18911c483ef5f57f1,1,0.614,23.944
org0-member1,726c45c767379510312f6d8c502bb09179e350be32834b6d6881d3ea21349190,1,0.641,21.594
org0-member1,735a835270545c2519b89bdcfc704377a729fb212006601ae1c7cd501f7fc568,1,0.595,20.679
org0-member1,74f8fb7d8e39e2f6c937593743a341999928cc2ef9ad048891ff683e7dd5617f,1,0.645,21.661
org0-member1,806c16b8458779ffc6e8ea8df30459101c14ef362f89692a68457d42b413ccb8,1,0.624,38.739
org0-member1,82a75e58e3c6659cbfab67d6b8c55cdd98f3c5c892250aaa4c5d6a4517b482ba,1,0.636,49.635
org0-member1,87dc321f64052c627363c36908eb5432a9f89f550ab2bdc8842778a215bf6175,1,0.678,23.577
org0-member1,8d9de5920707e2310996c47b722a38fc515f8c0542203a90c8bab87bed31be1c,1,0.556,33.842
org0-member1,91b0561a87e6abebc27bb8a86028f04feb202210adda280b2f472f14145996eb,1,0.577,27.884
org0-member1,93a16f087260b1ca86f46cf244eb663af73c2c219fdc629a83da4d9f3de7b2ec,1,0.548,18.692
org0-member1,a22ae6f3fc6484bbe3b727e4bc3bb0b1cf44240eff7df1527b6aeed7dff83409,1,0.656,18.723
org0-member1,ad9519cdf9e2e0265ac79f99cc44f4e39ad9daa91071f54e94c8e4c6df8d6d62,1,0.629,45.761
org0-member1,b65b2e19374a4ae02870dcf9522993cbab0ec34ba68f11b95d7c0bea95dcfcdb,1,0.624,38.692
org0-member1,b91aac4497be5baca7c252775a3b35f921ee9604966224c70d55288bfa5e2104,1,0.624,23.342
org0-member1,ba40c5ae7bbc41c513b886c9a215266eeeb99e299d3e46334e8e91cc867f5885,1,0.618,19.797
org0-member1,ba62e52739fb7f0b8f0c089afa893544ae369c6dde68ac27bdfba8cde325c695,1,0.627,21.807
org0-member1,be312b70a1c375fbc460877e2f94bc39baad3bcc43dcc30c7b4366257aa07458,1,7.044,40.362
org0-member1,bee4c0baff1f5941b3d6a447f121e3015cff3d27ee159eb6450745a6f813b3b0,1,0.624,37.688
org0-member1,bfba9e3fc333bad533a93d8fa9f78cb7dc47d6c3361d6a3be5a873ff6a96faae,1,0.688,27.74
org0-member1,c16bfdcc1ba4bb017cb09b76c667299ec39ae645ad6292329a15bcd1785b5b1c,1,0.615,39.704
org0-member1,d52bdf761b7543f70c10545cb8c860dbb2669f7d75158859238c70cafaac30f3,1,0.642,23.604
org0-member1,d7d7683f44b3f6ca0a132217fe1e5abc5ed60ea0006e277400d7e1ceac3c65cd,1,0.624,23.91
org0-member1,e9c37efb5e508b9c7601af2dbc42651f9f622505342a368aac214d644f950b5d,1,0.961,56.101
org0-member1,ee432c0070232f7fb672f505c20267e29920edc126c4977ee5735544ca82576d,1,0.754,25.583
org0-member1,f74961dff0afbd1f3747ddba22c1521cf30412536bfd7940f14b42cb961f39b9,1,0.646,20.783
org0-member2,012a77aff4936fecc855165f1a938ce5b6329709dfbab789ab3545568249fe2a,1,0.915,42.428
org0-member2,024884a4e85f79c4e75ce74097601ad5a39165330da047fe976692bc12a008ac,1,0.628,27.668
org0-member2,02dec80782c6ff16c0ffe1d503cd34e44639719ab3309185ebadf62bfafb0c8f,1,0.616,35.719
org0-member2,065bacb855d29078258730d477552827cc114387bce10dcaf2f0d6fb1c770bf0,1,0.617,33.802
org0-member2,07f5137438f8c27e791ad567fb19ab96eacc770e4cc871c8a4da0c10c3415b57,1,0.646,24.636
org0-member2,07f5137438f8c27e791ad567fb19ab96eacc770e4cc871c8a4da0c10c3415b57,2,0.646,24.544
org0-member2,081ed5599489b6ad2d48f9de554315f52562b1f1b2dfc36bbfba7438c0809571,1,0.84,23.303
org0-member2,0867ae36735374cfbec81882e7c8a166a86233ec8c3849dd767a1ba201c3e1fe,1,0.626,23.774
org0-member2,0905a5fded568d95a9085cf4391b444020e027848b4e4f61371f9d620e761246,1,0.627,26.809
org0-member2,0b2747cd215cb5487bd094de451f102ee140bccf7423b9be2633f49824c9deb6,1,0.632,26.742
org0-member2,1a9f7941d54c291c52d367debd29e8e70e04a554f553651179c6e14fd5119b88,1,0.655,29.626
org0-member2,1cbaca117641b2e2f20737a98782ee6a9c4cc6e5ccfc4665c152b56bfc44a1e6,1,0.812,22.538
org0-member2,1dd4efd60ee192c8dc03ffb3c0b2cd8cd388d0ec82a9555604ba37408c9433b0,1,0.626,15.718
org0-member2,2328de1b9768b9f2f84670f4eb9a1a38cb4e0efbb0f217559c196e0d1bde3df8,1,3.807,25.72
org0-member2,2464533c1e5f7642633ce31ec953599c5562acf201b1de1b8fa017be622931e2,1,0.625,22.739
org0-member2,3018012f43cc7a5b82be70f09f6e8c8aa8953cdfc67e7b0ccd5b7fd5cfc7c9a5,1,0.61,34.541
org0-member2,30fc0d7c9e9b07aa27ec3a34370204240cb302fca7b8198f4663051de35b214e,1,0.937,25.206
org0-member2,3135f5c6bac7a6f22a199dadb4b7c15fd389c125080e7fa80a4bdb62e683c7e1,1,0.628,38.76
org0-member2,34cd3484ed5cac1bfcefba10b0115a0d6a63e34069a353ba432ff60318eafd7a,1,0.641,19.668
org0-member2,3537bc1f2b291bb9f93464339297eede1e77f2eaaeddf67abf0847d83cf799a0,1,0.621,18.773
org0-member2,3608b3c8320cf5ef6e263493bc177ab1129006dafea2f85c7c04d3be10392d60,1,0.629,25.708
org0-member2,3857ce1163186134295fa2868ecd402f1f75fe8eac4549317be406921c5d3bd7,1,0.633,20.689
org0-member2,3b980ae763be69c25a0807fd9c707a42dad2760bfa151c7e2b665e5178461d1d,1,0.624,19.614
org0-member2,4865e5784c07e35181ad8b95082cf01f6855dad5ffe1aad43b4bd3b8f608959e,1,0.618,25.757
org0-member2,4e159866c890efafe40344f17677888ce0a12698d3af2b4bb7a811b25d3fcba9,1,0.619,19.736
org0-member2,5130309716aa0b5fec57c7d3fb71183b82acabc43547092e9ac4b2673b109b35,1,0.622,22.545
org0-member2,51b0dfa270b4c27bb13e8d71149d296829fc764ce96ce39950c0a6d276b820ae,1,0.624,23.692
org0-member2,51daeed6a5bc3f11d96a0ef7f844cb6b35780d694b1a65ade866aec4f87e9039,1,0.66,18.638
org0-member2,5292673d42fde21b44f2fa6415ea12df70b2cd1d2de155ce16ea10370c896668,1,0.628,19.471
org0-member2,56855b1fd42767b12d0e6d81ef2406dcb2164e7c9c2df2a41e487bf13f61b60c,1,0.626,93.93
org0-member2,5c5938cb30875f5d14874dc17f7f3e22faa433cb6b42f1d24f194d8457e522e8,1,0.707,25.678
org0-member2,60b80a9a8e4dd5fe913819599ae85d7805f8392d0b47ffcf2d851a15893762b0,1,4.066,17.903
org0-member2,631eed705d970d4946cc2edd39c1a0bc2746b9dc9ee9178168438183ad5eee80,1,0.632,42.593
org0-member2,648314d297b2c694e29ad91ea73fbb9332cf4649a12f55d8557df39ec1bd61db,1,0.665,40.256
org0-member2,685a00ef28c893e49acef3e65b62ead7df8d92c402d7dc729dd58411adc3caaa,1,0.657,30.558
org0-member2,6b8b060fc9a298e63b555ae646633a4d11efac09bfb0eaefc9b141ee8fcea05f,1,0.571,21.3
org0-member2,6eb74edc70ac890e6bd8ffdba384c3c3b0d7ee2513d908d18911c483ef5f57f1,1,0.829,27.876
org0-member2,726c45c767379510312f6d8c502bb09179e350be32834b6d6881d3ea21349190,1,0.724,26.68
org0-member2,735a835270545c2519b89bdcfc704377a729fb212006601ae1c7cd501f7fc568,1,0.655,35.614
org0-member2,74f8fb7d8e39e2f6c937593743a341999928cc2ef9ad048891ff683e7dd5617f,1,0.621,19.521
org0-member2,806c16b8458779ffc6e8ea8df30459101c14ef362f89692a68457d42b413ccb8,1,0.628,38.689
org0-member2,82a75e58e3c6659cbfab67d6b8c55cdd98f3c5c892250aaa4c5d6a4517b482ba,1,0.628,26.801
org0-member2,87dc321f64052c627363c36908eb5432a9f89f550ab2bdc8842778a215bf6175,1,0.628,29.828
org0-member2,8d9de5920707e2310996c47b722a38fc515f8c0542203a90c8bab87bed31be1c,1,0.624,17.749
org0-member2,91b0561a87e6abebc27bb8a86028f04feb202210adda280b2f472f14145996eb,1,0.625,17.721
org0-member2,93a16f087260b1ca86f46cf244eb663af73c2c219fdc629a83da4d9f3de7b2ec,1,0.621,22.865
org0-member2,a22ae6f3fc6484bbe3b727e4bc3bb0b1cf44240eff7df1527b6aeed7dff83409,1,0.632,16.355
org0-member2,ad9519cdf9e2e0265ac79f99cc44f4e39ad9daa91071f54e94c8e4c6df8d6d62,1,0.614,103.778
org0-member2,b65b2e19374a4ae02870dcf9522993cbab0ec34ba68f11b95d7c0bea95dcfcdb,1,0.623,38.416
org0-member2,b91aac4497be5baca7c252775a3b35f921ee9604966224c70d55288bfa5e2104,1,0.63,31.692
org0-member2,ba40c5ae7bbc41c513b886c9a215266eeeb99e299d3e46334e8e91cc867f5885,1,3.439,25.963
org0-member2,ba62e52739fb7f0b8f0c089afa893544ae369c6dde68ac27bdfba8cde325c695,1,0.696,31.045
org0-member2,be312b70a1c375fbc460877e2f94bc39baad3bcc43dcc30c7b4366257aa07458,1,0.635,62.593
org0-member2,bee4c0baff1f5941b3d6a447f121e3015cff3d27ee159eb6450745a6f813b3b0,1,0.619,26.714
org0-member2,bfba9e3fc333bad533a93d8fa9f78cb7dc47d6c3361d6a3be5a873ff6a96faae,1,0.631,35.686
org0-member2,c16bfdcc1ba4bb017cb09b76c667299ec39ae645ad6292329a15bcd1785b5b1c,1,0.598,35.786
org0-member2,d7d7683f44b3f6ca0a132217fe1e5abc5ed60ea0006e277400d7e1ceac3c65cd,1,0.618,34.097
org0-member2,e9c37efb5e508b9c7601af2dbc42651f9f622505342a368aac214d644f950b5d,1,0.568,54.032
org0-member2,ee432c0070232f7fb672f505c20267e29920edc126c4977ee5735544ca82576d,1,0.642,11.646
org0-member2,f74961dff0afbd1f3747ddba22c1521cf30412536bfd7940f14b42cb961f39b9,1,0.643,30.736
org0-member3,012a77aff4936fecc855165f1a938ce5b6329709dfbab789ab3545568249fe2a,1,0.62,42.859
org0-member3,024884a4e85f79c4e75ce74097601ad5a39165330da047fe976692bc12a008ac,1,0.623,30.797
org0-member3,02dec80782c6ff16c0ffe1d503cd34e44639719ab3309185ebadf62bfafb0c8f,1,0.621,42.669
org0-member3,065bacb855d29078258730d477552827cc114387bce10dcaf2f0d6fb1c770bf0,1,13.621,40.636
org0-member3,07f5137438f8c27e791ad567fb19ab96eacc770e4cc871c8a4da0c10c3415b57,1,0.829,19.369
org0-member3,081ed5599489b6ad2d48f9de554315f52562b1f1b2dfc36bbfba7438c0809571,1,0.628,30.652
org0-member3,0867ae36735374cfbec81882e7c8a166a86233ec8c3849dd767a1ba201c3e1fe,1,0.638,31.533
org0-member3,0905a5fded568d95a9085cf4391b444020e027848b4e4f61371f9d620e761246,1,0.764,17.434
org0-member3,0b2747cd215cb5487bd094de451f102ee140bccf7423b9be2633f49824c9deb6,1,0.614,27.873
org0-member3,1a9f7941d54c291c52d367debd29e8e70e04a554f553651179c6e14fd5119b88,1,0.641,21.722
org0-member3,1cbaca117641b2e2f20737a98782ee6a9c4cc6e5ccfc4665c152b56bfc44a1e6,1,0.766,19.414
org0-member3,1dd4efd60ee192c8dc03ffb3c0b2cd8cd388d0ec82a9555604ba37408c9433b0,1,0.621,19.676
org0-member3,2328de1b9768b9f2f84670f4eb9a1a38cb4e0efbb0f217559c196e0d1bde3df8,1,0.62,26.591
org0-member3,2464533c1e5f7642633ce31ec953599c5562acf201b1de1b8fa017be622931e2,1,0.628,18.552
org0-member3,3018012f43cc7a5b82be70f09f6e8c8aa8953cdfc67e7b0ccd5b7fd5cfc7c9a5,1,0.612,58.632
org0-member3,30fc0d7c9e9b07aa27ec3a34370204240cb302fca7b8198f4663051de35b214e,1,5.161,20.953
org0-member3,3135f5c6bac7a6f22a199dadb4b7c15fd389c125080e7fa80a4bdb62e683c7e1,1,0.628,31.54
org0-member3,34cd3484ed5cac1bfcefba10b0115a0d6a63e34069a353ba432ff60318eafd7a,1,0.636,19.656
org0-member3,3537bc1f2b291bb9f93464339297eede1e77f2eaaeddf67abf0847d83cf799a0,1,0.628,23.598
org0-member3,3608b3c8320cf5ef6e263493bc177ab1129006dafea2f85c7c04d3be10392d60,1,0.618,19.674
org0-member3,3857ce1163186134295fa2868ecd402f1f75fe8eac4549317be406921c5d3bd7,1,0.634,20.658
org0-member3,3b980ae763be69c25a0807fd9c707a42dad2760bfa151c7e2b665e5178461d1d,1,0.628,26.794
org0-member3,4865e5784c07e35181ad8b95082cf01f6855dad5ffe1aad43b4bd3b8f608959e,1,0.642,28.738
org0-member3,4e159866c890efafe40344f17677888ce0a12698d3af2b4bb7a811b25d3fcba9,1,0.624,41.797
org0-member3,5130309716aa0b5fec57c7d3fb71183b82acabc43547092e9ac4b2673b109b35,1,13.527,29.606
org0-member3,51b0dfa270b4c27bb13e8d71149d296829fc764ce96ce39950c0a6d276b820ae,1,0.63,22.801
org0-member3,51daeed6a5bc3f11d96a0ef7f844cb6b35780d694b1a65ade866aec4f87e9039,1,0.658,19.738
org0-member3,5292673d42fde21b44f2fa6415ea12df70b2cd1d2de155ce16ea10370c896668,1,0.629,19.577
org0-member3,5c5938cb30875f5d14874dc17f7f3e22faa433cb6b42f1d24f194d8457e522e8,1,0.863,37.334
org0-member3,60b80a9a8e4dd5fe913819599ae85d7805f8392d0b47ffcf2d851a15893762b0,1,8.056,23.047
org0-member3,631eed705d970d4946cc2edd39c1a0bc2746b9dc9ee9178168438183ad5eee80,1,0.672,35.732
org0-member3,648314d297b2c694e29ad91ea73fbb9332cf4649a12f55d8557df39ec1bd61db,1,0.638,30.725
org0-member3,685a00ef28c893e49acef3e65b62ead7df8d92c402d7dc729dd58411adc3caaa,1,0.629,26.625
org0-member3,6b8b060fc9a298e63b555ae646633a4d11efac09bfb0eaefc9b141ee8fcea05f,1,0.638,22.776
org0-member3,6eb74edc70ac890e6bd8ffdba384c3c3b0d7ee2513d908d18911c483ef5f57f1,1,0.621,28.741
org0-member3,726c45c767379510312f6d8c502bb09179e350be32834b6d6881d3ea21349190,1,0.639,15.311
org0-member3,735a835270545c2519b89bdcfc704377a729fb212006601ae1c7cd501f7fc568,1,0.63,25.566
org0-member3,74f8fb7d8e39e2f6c937593743a341999928cc2ef9ad048891ff683e7dd5617f,1,0.641,49.64
org0-member3,806c16b8458779ffc6e8ea8df30459101c14ef362f89692a68457d42b413ccb8,1,0.616,31.445
org0-member3,82a75e58e3c6659cbfab67d6b8c55cdd98f3c5c892250aaa4c5d6a4517b482ba,1,0.633,24.744
org0-member3,87dc321f64052c627363c36908eb5432a9f89f550ab2bdc8842778a215bf6175,1,0.666,37.728
org0-member3,8d9de5920707e2310996c47b722a38fc515f8c0542203a90c8bab87bed31be1c,1,0.62,65.738
org0-member3,91b0561a87e6abebc27bb8a86028f04feb202210adda280b2f472f14145996eb,1,0.619,25.598
org0-member3,93a16f087260b1ca86f46cf244eb663af73c2c219fdc629a83da4d9f3de7b2ec,1,0.6,53.525
