kind,identity,transaction,wait_to_callback_ms
persist_callback,2d549dea7fbfdb47a291d03ac1592e5191a31a1b7776cb15e3eaeabb657ca52e,5,23.102
persist_callback,b7a5bc135ef1026c0eeb576a7016671e13840960fecc1d89ea2803bd0ef4fbc3,5,23.099
persist_callback,3092bd78741e6d8011a69196c2d4fa5ccd6e645549ca0051691b92327148da93,5,23.085
persist_callback,da750d32a3db400446235887e8082f47baa3c0b6abc0f92f4a28ceaeaac0311a,5,23.085
persist_callback,6a9959b3e793f9d191e528a96078641ac3e290fdc5e1f583a576e06534f4b701,5,23.055
persist_callback,b3a16bb126251d71ba5d19ea2f5c1d27be460d2840b395c1bc171fb9dbd7bd22,5,23.048
persist_callback,aa7b5bb939f0399e1e0bf04a4dc96b82a6d3f2cd239ffa90586696a324153ad3,5,22.961
persist_callback,b4b6258508a032eb0fc63c4d2c066c02d851e2058330b81838b4787c9c874410,5,22.953
persist_callback,531fd6aaaa9682404c73bd627064e646b8d65afd353aa9f4b5380269410d3e09,5,22.956
persist_callback,8af02f4ef24a45161a0eed68ff51846d44be78f5d61e8e580e8ba88951502b74,5,22.958
persist_callback,0db1e4adfd15b7ebadbe5e35b6471a0b5d565f94d5a106b821530b2a7f8bfd1c,5,22.958
persist_callback,bcb3acd19220fd855028063ea9f9270b10df5841780d95e8beffc18b24354dee,5,22.96
persist_callback,b9b90a683a997eb6a949603f6cf3bd03e6ceb78e0504ece9bab72c4519287eed,5,22.919
persist_callback,7ac15fa2452851cc0ba3c2f65252716dca590a3aa747a654974d0e58a707402f,5,22.878
persist_callback,71530724f72802109d1eccbcd0addcabffef4a9c9885b856db2ea7c6d5d4dbb5,5,22.816
persist_callback,ce37f8c2b773b5ab4ec4dcbc3b2d0e80a8b6fdd6caf829a39ead8510c8f024f7,5,22.811
persist_callback,6297b680a607c941ae95eb61836355aa4b38fd5a70797046f8fbb0aac29c14e1,5,22.244
persist_callback,28c3c3f1996dcd5f5fbe9ab57e702dc5e6a0e0ee186f2246eaf03bbb9aca3b5e,5,22.11
persist_callback,e2864c2b7545116efaa0caa5247ae42b0768bca2826618ab371da22ca50fa4c7,5,22.108
persist_callback,024f4b90b8c38986900c3d9fbbd621c697a756cfd28bba3bf738cc2a472d4694,5,22.11
persist_callback,ec1962de3710b47a953472bfdf1f20c20cab18a51f054ba8b494351d22fe5b40,5,22.076
persist_callback,190d2790450b761f4e720d8ff599eec865f3863053c2efbdffad08cea39c7b0f,5,22.057
persist_callback,f1df926c8f2e7e33e26e33e94ed06f903b3969af2f33eef935ded994c2db139c,5,21.95
persist_callback,03474b18d04f331bb9fe9b1e7a99ca176ed0f9bf7ce9e96a13425fd35b8712fd,5,21.921
persist_callback,910cd972c4c06752890cea01ad5761485a77d46e9d62b755f3611673025a8388,5,21.922
persist_callback,0904c702e936c517a5a7f8817cb05d22b95eeaf4008165733bf08f8ab23575b4,5,21.901
persist_callback,77e8b564355df139be5cf251b96626294a145765bd983e2877deb7ec7476d4fc,5,21.861
persist_callback,c0b5fae5701f7ccc12dd738ecd0baa2b1ee3f159305280ad2620cd0a99427b07,5,21.842
persist_callback,dafc0139f66c0d32d33b89801681a2753ef98aa3469c079bc78c4097fdace6f5,5,21.834
persist_callback,1d34d3b70977bbbc1769b93eaa9e9d714e0dcc5c2a26cf28a63778992e573a40,5,21.832
persist_callback,84d7f20badc22d1131eb5b6165c40c46efea905972cfd7fda709f76afb7e0741,5,21.823
persist_callback,ccbc6237d0395588e7470a021c9996214b70c13bc2070f98e2f3f46d98ed4ff8,5,21.764
persist_callback,f55218cd62340afed23e9f0ef34388b85a39f6dac7f5bd9381848dc57cdd613d,5,21.762
persist_callback,4de2d5d57cdf4f076b54904ec8a1d7d3d0e2ec225bbccd53540a10c4680b3b1f,5,21.604
persist_callback,412fbd42cb0aa5cb77bf19fb85215d18471c8a44c9294b743d986d56746dba93,5,21.589
persist_callback,f3540b2b4b701e9cef3f589831d6385112ef329394b40a68aff881d00e57d6fb,5,21.562
persist_callback,8579212c2a04e52e456ddbc956c37fdd063357d549fc9bec687f928023047954,5,21.5
persist_callback,25d5ae93121aeb5f6997ef7ec0a94c4169404a05730e2886c1d8a985bcf42c15,5,21.467
persist_callback,009ecd975279fd5942bbb6ce41bb4a93dd7609de1d1ab5e6e712d7b1aa45a118,5,21.231
persist_callback,24fa31c0ff4cb7e5cec76959bbe4904a85fe7846526fac7bfba221bde9f421c7,5,21.221
relay_callback,442ab802a34355fd8bc69d911fd9f02e1326334216a306ab7ebd5f06f4015faa,5,20.514
relay_callback,531fd6aaaa9682404c73bd627064e646b8d65afd353aa9f4b5380269410d3e09,6,0.012
relay_callback,50aa8ea62b6ddd8e685defc605c07f32ed9e0db4254ec760444139132038788c,7,24.094
relay_callback,5fa80149982bdc99085e68e89a3111bce155024b517d686ab196435da1fb30ed,7,23.388
relay_callback,4de2d5d57cdf4f076b54904ec8a1d7d3d0e2ec225bbccd53540a10c4680b3b1f,7,2.975
relay_callback,5fe0354205e4af43da1c12704a5ca503c5a3572f35e4ba05bc425acd4d5210ba,8,0.005
relay_callback,6a9959b3e793f9d191e528a96078641ac3e290fdc5e1f583a576e06534f4b701,9,20.976
relay_callback,6297b680a607c941ae95eb61836355aa4b38fd5a70797046f8fbb0aac29c14e1,9,20.311
relay_callback,67006ea6e8179873a8d08708632878a4b14eee2ff4239b361c2b89a376bc75e4,9,19.645
follow_update_started,1,10,4.435
relay_callback,6f43926a62e4c5bfddd3c43c71c5bfb045b6de9fb58759bf1dc9a4d6f4eb724c,11,0.005
relay_callback,7ac15fa2452851cc0ba3c2f65252716dca590a3aa747a654974d0e58a707402f,12,16.115
relay_callback,77e8b564355df139be5cf251b96626294a145765bd983e2877deb7ec7476d4fc,12,15.448
relay_callback,71530724f72802109d1eccbcd0addcabffef4a9c9885b856db2ea7c6d5d4dbb5,12,14.797
relay_callback,8579212c2a04e52e456ddbc956c37fdd063357d549fc9bec687f928023047954,13,0.006
relay_callback,8af02f4ef24a45161a0eed68ff51846d44be78f5d61e8e580e8ba88951502b74,14,12.189
relay_callback,876440d34889bdf81d90e4a891f20dcc14a7a35be6d9b5e77bc78dd3a402a4d7,14,11.538
relay_callback,84d7f20badc22d1131eb5b6165c40c46efea905972cfd7fda709f76afb7e0741,14,10.876
relay_callback,a157ea5161e9c875872441262061b6c90173d981619f728581fb84675dce7a3f,15,0.005
relay_callback,a2712446485d290e3658ecd7b421e4688835c48e11d765597112b7c87e18c444,16,5.925
relay_callback,a9a0c803a2eab5c0e39e323c21a864bd91d46ca98892c0fa2bf6703e95ea7759,16,5.205
relay_callback,910cd972c4c06752890cea01ad5761485a77d46e9d62b755f3611673025a8388,16,4.545
follow_update_started,2,17,0.006
relay_callback,b3a16bb126251d71ba5d19ea2f5c1d27be460d2840b395c1bc171fb9dbd7bd22,18,0.014
relay_callback,aa7b5bb939f0399e1e0bf04a4dc96b82a6d3f2cd239ffa90586696a324153ad3,19,5.574
relay_callback,b4b6258508a032eb0fc63c4d2c066c02d851e2058330b81838b4787c9c874410,19,5.46
relay_callback,b3c978b99bf41265b7decc33219b93cbeebf61314336d46e390b424ffedca625,19,4.883
persist_callback,418b791782e304567c9bf2477d1412892b6350c4744987e698e012aacae33409,20,5.343
relay_callback,b7a5bc135ef1026c0eeb576a7016671e13840960fecc1d89ea2803bd0ef4fbc3,21,0.005
relay_callback,b9b90a683a997eb6a949603f6cf3bd03e6ceb78e0504ece9bab72c4519287eed,22,2.76
relay_callback,bf4cef2b25c980efddcf8006a7a8e04afc5ddcc059d75a0aa0d6f8e37fce30e3,23,13.869
relay_callback,bcb3acd19220fd855028063ea9f9270b10df5841780d95e8beffc18b24354dee,23,12.806
relay_callback,cd3f94429ccd34d32edcd0064829727d7f35628a40301d0d8af5f5f618f6d146,24,0.006
relay_callback,ce37f8c2b773b5ab4ec4dcbc3b2d0e80a8b6fdd6caf829a39ead8510c8f024f7,25,14.71
relay_callback,ccbc6237d0395588e7470a021c9996214b70c13bc2070f98e2f3f46d98ed4ff8,25,9.864
relay_callback,c0b5fae5701f7ccc12dd738ecd0baa2b1ee3f159305280ad2620cd0a99427b07,25,9.183
relay_callback,da750d32a3db400446235887e8082f47baa3c0b6abc0f92f4a28ceaeaac0311a,26,0.007
relay_callback,d5a90e459be40b9d41b61e09f1ee35329d612b8f72eef6db9ee81c9e39e0b5ad,27,12.3
relay_callback,dafc0139f66c0d32d33b89801681a2753ef98aa3469c079bc78c4097fdace6f5,27,11.631
relay_callback,dac2466099c733f8b155594736be6fbe86856899472243d73ce60e3d3292e7e7,27,10.971
follow_update_started,3,28,0.012
relay_callback,e2864c2b7545116efaa0caa5247ae42b0768bca2826618ab371da22ca50fa4c7,29,0.007
relay_callback,ea4c0b4c0cbf5d4536c3467448c78b6b7e620754b706cc208d1ac81e449c1678,30,30.75
relay_callback,ec1962de3710b47a953472bfdf1f20c20cab18a51f054ba8b494351d22fe5b40,30,30.872
relay_callback,eea99fd1ce64977ba35ba77c35491cf9d833feeca96900bb23fe3479d1a6086a,30,30.872
persist_callback,a3aaf2010505f3324004497c892ebd22cb8dfce63e61856e3b75b48937ba85cc,31,0.006
persist_callback,4efa6e5f4737115ee30f9f4385a128cdbaab59863f051ec089bdb551f974040b,32,20.358
persist_callback,7684aab657202934291d91d7eae4c51ca056be22487c68c462f0703c59aaab6b,32,20.364
persist_callback,d46f5004d19c46e1e0f4acd233c0e5a303f055fc4d37f5a550d3ca8f50f83982,32,20.074
persist_callback,e0702f89d4a5854dbedf278bb575149b9c75f80556fc3a5550450a67608eabac,32,2.394
relay_callback,f3540b2b4b701e9cef3f589831d6385112ef329394b40a68aff881d00e57d6fb,33,2.77
relay_callback,f1df926c8f2e7e33e26e33e94ed06f903b3969af2f33eef935ded994c2db139c,33,2.781
relay_callback,f620a6077f63ee7d65bbb8d24c064f830687bfc803e35361b755b4124e122302,33,2.775
relay_callback,f55218cd62340afed23e9f0ef34388b85a39f6dac7f5bd9381848dc57cdd613d,33,2.767
relay_callback,f863e813bbb2e729c3a51ca690f68bf1dec6a60228792b86b09f18b87f209ae9,34,0.004
relay_callback,fcb31255d5e41ea8ca9adcc629971b0a3b736547cf1759c76c4a0445ff4ac456,35,1.897
follow_update_started,4,36,0.009
relay_callback,03474b18d04f331bb9fe9b1e7a99ca176ed0f9bf7ce9e96a13425fd35b8712fd,37,18.76
relay_callback,0904c702e936c517a5a7f8817cb05d22b95eeaf4008165733bf08f8ab23575b4,37,18.061
relay_callback,009ecd975279fd5942bbb6ce41bb4a93dd7609de1d1ab5e6e712d7b1aa45a118,37,17.399
relay_callback,024f4b90b8c38986900c3d9fbbd621c697a756cfd28bba3bf738cc2a472d4694,37,16.612
persist_callback,3bddabcbfc9875bde66f5bab454ce7a71dff00d38f3e4c791243f67f37129bd9,38,0.007
persist_callback,d0b82b057080681097512b4d88afd37d659b42c3439ed47a036b3a2f2a45b54b,39,13.472
persist_callback,1ce400e1cd0230fc99fc098e5e2dc4e03398eeacc3c2b1e8a2f2be89cacf58c7,39,13.305
persist_callback,f9e76c118190985594aebedab9404098b8e5f07c5fc6104e309648f1fc491f4b,39,13.301
persist_callback,e0f66416eb544e7f9c3c9ea8ca9409d667dde6984c22182a939354c62abc8dfa,39,13.188
persist_callback,9cf4a8a7f1b1e3c9f3926ef657c07c0e5c2291e5ee13454132fe95f946377b1e,39,10.585
persist_callback,9ad8fe39537abbd0379df1d74899f2db2057d5bec5159e53bfa77aae7427ef92,39,10.494
persist_callback,b660d9f6a4b05eecce9d0df95cfbb74f1e22a9faf1b707d1b50d745538de6d0b,39,10.472
persist_callback,491673ecef5d2d9f54413bb7922b01afc2b642cafe65f2186f1e5d047322f8fd,40,0.009
persist_callback,d9b5fa880507e2e5d14d1461f7fc8b17d1ab857f4128f9e7b945ed42fdb1d17e,41,31.89
persist_callback,4e89319d7150722d3f301280a72568abd7add9ce2369040c64ae409788d8df5f,41,31.815
persist_callback,7163fe27942b890f74e46c195588dfbb02cdbbd6ef360c0b83f4ad599298111b,41,31.796
persist_callback,54c6c7b74760d3214cae690d6c1379dde3a3c2fc8434d466dba36b807da0459e,41,31.672
persist_callback,eb5d9ae48b224005cd776e4f5c319ff6ec70b202eabfee7b859ad7e07ad3252b,41,31.581
persist_callback,348b36a127b3044d39c6aca6be13616f2d5c8e5747f5a3a8e8e1c209c75fa6a3,41,31.576
persist_callback,49f44c315cd161d2aa805658a1ce65848078e38eac1de50770e12f1df043654f,41,31.562
persist_callback,f6b86cbfe14e2a06f0b1465999062334717a97f2bd153390bac238fefab483c7,41,31.566
persist_callback,ffb8ac4f298e6a83f1837a9dd4c509f0c2aa2e182a50300d6eb844e7152a478a,41,31.553
persist_callback,fdb803149fc8f5e76449b273b4dfde47e4346d94c774b0ae09703d918b4c209c,41,31.472
relay_callback,0db1e4adfd15b7ebadbe5e35b6471a0b5d565f94d5a106b821530b2a7f8bfd1c,41,30.911
relay_callback,190d2790450b761f4e720d8ff599eec865f3863053c2efbdffad08cea39c7b0f,41,30.207
relay_callback,2170809859310748d60385306bb21629381a9e5d0da82118964291465b278403,41,29.59
relay_callback,1d34d3b70977bbbc1769b93eaa9e9d714e0dcc5c2a26cf28a63778992e573a40,41,7.868
relay_callback,22bbe09d4e8bc04636696be1c82b3274c17eddbb238dbc64215f6ffe44d1d711,42,0.007
relay_callback,2666a407711cf7579f79e0b93946a1b7cb5d2c1e61c9744321449b40efef68e0,43,2.04
relay_callback,25d5ae93121aeb5f6997ef7ec0a94c4169404a05730e2886c1d8a985bcf42c15,43,1.342
relay_callback,24fa31c0ff4cb7e5cec76959bbe4904a85fe7846526fac7bfba221bde9f421c7,43,0.639
relay_callback,347ab7d0d3a992c452800f75a57f71df8540d9de5898c0e1325327a99f486944,44,0.004
relay_callback,28c3c3f1996dcd5f5fbe9ab57e702dc5e6a0e0ee186f2246eaf03bbb9aca3b5e,45,0.004
relay_callback,3092bd78741e6d8011a69196c2d4fa5ccd6e645549ca0051691b92327148da93,46,16.177
relay_callback,2d549dea7fbfdb47a291d03ac1592e5191a31a1b7776cb15e3eaeabb657ca52e,46,15.485
follow_update_started,5,47,0.033
relay_callback,412fbd42cb0aa5cb77bf19fb85215d18471c8a44c9294b743d986d56746dba93,48,10.844
relay_callback,418b791782e304567c9bf2477d1412892b6350c4744987e698e012aacae33409,48,10.213
relay_callback,3bddabcbfc9875bde66f5bab454ce7a71dff00d38f3e4c791243f67f37129bd9,48,9.524
relay_callback,348b36a127b3044d39c6aca6be13616f2d5c8e5747f5a3a8e8e1c209c75fa6a3,48,8.836
relay_callback,491673ecef5d2d9f54413bb7922b01afc2b642cafe65f2186f1e5d047322f8fd,49,0.006
persist_callback,929c05642f783467f7a6ea04c6d150fd53bf048a1e48b7e9709fb5c38f39067c,50,36.437
persist_callback,8bc9207cb25fbcbf5e9eea155517663e4e134d32f25b0523a6992d2032757836,50,36.437
persist_callback,f4841f8cb21d54ad931bb939ec9b11a5c7d342ab822a7d1066b839b267966828,50,36.434
persist_callback,d75a110652774ea20215429f14b3305afbfb1a229b1c7637fc82f2f2bdcead01,50,36.422
persist_callback,a316392d45017a6ec7a44b59d200efd25e66a244f18d84579006a425e35a1249,50,36.31
persist_callback,158f1b70399b3066fd61cd0ce3af8293fba9efd17286d59329baa7c6f678964c,50,14.559
persist_callback,d1951d283b140c05a03a414c2ba28083ad2c297239ca14b81797ea9cf05a0d54,50,14.546
persist_callback,72b5e1820b3e76d8ec139dc838c9c74a1faab49d252917711a29666c6e7defcb,50,14.54
persist_callback,769bb3f89d550309e15be68f6214a09052dec304e9d1d6832949aeb210e7f894,50,14.46
persist_callback,f9c93dff48173279dbd73a1c8715245dcbabe3004bd0cbcfbfb5617670dacb15,50,14.462
persist_callback,dc5509211aff50d180b97298478031a892b3fff5196cfb98b346f1d4913e1815,50,14.385
relay_callback,4efa6e5f4737115ee30f9f4385a128cdbaab59863f051ec089bdb551f974040b,50,10.909
relay_callback,4e89319d7150722d3f301280a72568abd7add9ce2369040c64ae409788d8df5f,50,10.231
relay_callback,49f44c315cd161d2aa805658a1ce65848078e38eac1de50770e12f1df043654f,50,9.564
relay_callback,7163fe27942b890f74e46c195588dfbb02cdbbd6ef360c0b83f4ad599298111b,51,0.007
relay_callback,7684aab657202934291d91d7eae4c51ca056be22487c68c462f0703c59aaab6b,52,13.886
relay_callback,54c6c7b74760d3214cae690d6c1379dde3a3c2fc8434d466dba36b807da0459e,52,13.211
relay_callback,9ad8fe39537abbd0379df1d74899f2db2057d5bec5159e53bfa77aae7427ef92,52,12.521
relay_callback,b660d9f6a4b05eecce9d0df95cfbb74f1e22a9faf1b707d1b50d745538de6d0b,53,0.006
relay_callback,b7a5bc135ef1026c0eeb576a7016671e13840960fecc1d89ea2803bd0ef4fbc3,54,16.791
relay_callback,9cf4a8a7f1b1e3c9f3926ef657c07c0e5c2291e5ee13454132fe95f946377b1e,54,15.722
relay_callback,a3aaf2010505f3324004497c892ebd22cb8dfce63e61856e3b75b48937ba85cc,54,15.053
follow_update_started,6,55,0.008
relay_callback,d1951d283b140c05a03a414c2ba28083ad2c297239ca14b81797ea9cf05a0d54,56,6.787
relay_callback,d0b82b057080681097512b4d88afd37d659b42c3439ed47a036b3a2f2a45b54b,56,6.057
relay_callback,d75a110652774ea20215429f14b3305afbfb1a229b1c7637fc82f2f2bdcead01,56,5.442
relay_callback,d46f5004d19c46e1e0f4acd233c0e5a303f055fc4d37f5a550d3ca8f50f83982,56,4.762
relay_callback,e0f66416eb544e7f9c3c9ea8ca9409d667dde6984c22182a939354c62abc8dfa,57,0.008
relay_callback,e0702f89d4a5854dbedf278bb575149b9c75f80556fc3a5550450a67608eabac,58,6.323
relay_callback,dc5509211aff50d180b97298478031a892b3fff5196cfb98b346f1d4913e1815,58,5.64
relay_callback,d9b5fa880507e2e5d14d1461f7fc8b17d1ab857f4128f9e7b945ed42fdb1d17e,58,4.959
relay_callback,ea4c0b4c0cbf5d4536c3467448c78b6b7e620754b706cc208d1ac81e449c1678,59,0.007
relay_callback,ec1962de3710b47a953472bfdf1f20c20cab18a51f054ba8b494351d22fe5b40,60,0.009
relay_callback,e2864c2b7545116efaa0caa5247ae42b0768bca2826618ab371da22ca50fa4c7,60,0.008
relay_callback,eb5d9ae48b224005cd776e4f5c319ff6ec70b202eabfee7b859ad7e07ad3252b,61,0.003
relay_callback,eea99fd1ce64977ba35ba77c35491cf9d833feeca96900bb23fe3479d1a6086a,62,0.004
relay_callback,f1df926c8f2e7e33e26e33e94ed06f903b3969af2f33eef935ded994c2db139c,63,0.003
relay_callback,f3540b2b4b701e9cef3f589831d6385112ef329394b40a68aff881d00e57d6fb,64,0.005
relay_callback,f4841f8cb21d54ad931bb939ec9b11a5c7d342ab822a7d1066b839b267966828,65,0.002
relay_callback,f9e76c118190985594aebedab9404098b8e5f07c5fc6104e309648f1fc491f4b,66,0.006
relay_callback,fdb803149fc8f5e76449b273b4dfde47e4346d94c774b0ae09703d918b4c209c,67,20.847
relay_callback,f9c93dff48173279dbd73a1c8715245dcbabe3004bd0cbcfbfb5617670dacb15,67,20.127
relay_callback,f6b86cbfe14e2a06f0b1465999062334717a97f2bd153390bac238fefab483c7,67,19.378
relay_callback,ffb8ac4f298e6a83f1837a9dd4c509f0c2aa2e182a50300d6eb844e7152a478a,68,0.003
follow_update_started,7,69,9.84
relay_callback,3bddabcbfc9875bde66f5bab454ce7a71dff00d38f3e4c791243f67f37129bd9,70,0.007
relay_callback,348b36a127b3044d39c6aca6be13616f2d5c8e5747f5a3a8e8e1c209c75fa6a3,71,0.026
relay_callback,1ce400e1cd0230fc99fc098e5e2dc4e03398eeacc3c2b1e8a2f2be89cacf58c7,72,0.004
relay_callback,158f1b70399b3066fd61cd0ce3af8293fba9efd17286d59329baa7c6f678964c,73,10.968
relay_callback,418b791782e304567c9bf2477d1412892b6350c4744987e698e012aacae33409,74,0.006
relay_callback,412fbd42cb0aa5cb77bf19fb85215d18471c8a44c9294b743d986d56746dba93,75,0.004
relay_callback,491673ecef5d2d9f54413bb7922b01afc2b642cafe65f2186f1e5d047322f8fd,76,0.003
relay_callback,49f44c315cd161d2aa805658a1ce65848078e38eac1de50770e12f1df043654f,77,0.005
relay_callback,7163fe27942b890f74e46c195588dfbb02cdbbd6ef360c0b83f4ad599298111b,78,0.003
relay_callback,4efa6e5f4737115ee30f9f4385a128cdbaab59863f051ec089bdb551f974040b,79,0.005
relay_callback,4e89319d7150722d3f301280a72568abd7add9ce2369040c64ae409788d8df5f,80,0.003
relay_callback,54c6c7b74760d3214cae690d6c1379dde3a3c2fc8434d466dba36b807da0459e,81,0.004
relay_callback,7684aab657202934291d91d7eae4c51ca056be22487c68c462f0703c59aaab6b,82,0.002
relay_callback,72b5e1820b3e76d8ec139dc838c9c74a1faab49d252917711a29666c6e7defcb,83,0.007
relay_callback,8bc9207cb25fbcbf5e9eea155517663e4e134d32f25b0523a6992d2032757836,84,1.646
relay_callback,769bb3f89d550309e15be68f6214a09052dec304e9d1d6832949aeb210e7f894,84,1.193
relay_callback,9ad8fe39537abbd0379df1d74899f2db2057d5bec5159e53bfa77aae7427ef92,85,0.006
relay_callback,9cf4a8a7f1b1e3c9f3926ef657c07c0e5c2291e5ee13454132fe95f946377b1e,86,0.008
relay_callback,929c05642f783467f7a6ea04c6d150fd53bf048a1e48b7e9709fb5c38f39067c,87,0.005
relay_callback,a316392d45017a6ec7a44b59d200efd25e66a244f18d84579006a425e35a1249,88,17.799
relay_callback,d1951d283b140c05a03a414c2ba28083ad2c297239ca14b81797ea9cf05a0d54,89,0.009
relay_callback,b660d9f6a4b05eecce9d0df95cfbb74f1e22a9faf1b707d1b50d745538de6d0b,89,0.016
relay_callback,d0b82b057080681097512b4d88afd37d659b42c3439ed47a036b3a2f2a45b54b,90,0.011
relay_callback,a3aaf2010505f3324004497c892ebd22cb8dfce63e61856e3b75b48937ba85cc,90,0.012
relay_callback,dc5509211aff50d180b97298478031a892b3fff5196cfb98b346f1d4913e1815,91,0.004
relay_callback,d75a110652774ea20215429f14b3305afbfb1a229b1c7637fc82f2f2bdcead01,92,0.008
relay_callback,d9b5fa880507e2e5d14d1461f7fc8b17d1ab857f4128f9e7b945ed42fdb1d17e,92,0.007
relay_callback,d46f5004d19c46e1e0f4acd233c0e5a303f055fc4d37f5a550d3ca8f50f83982,93,0.003
relay_callback,f4841f8cb21d54ad931bb939ec9b11a5c7d342ab822a7d1066b839b267966828,94,0.003
relay_callback,e0f66416eb544e7f9c3c9ea8ca9409d667dde6984c22182a939354c62abc8dfa,95,0.003
relay_callback,eb5d9ae48b224005cd776e4f5c319ff6ec70b202eabfee7b859ad7e07ad3252b,96,0.006
relay_callback,e0702f89d4a5854dbedf278bb575149b9c75f80556fc3a5550450a67608eabac,96,0.006
relay_callback,fdb803149fc8f5e76449b273b4dfde47e4346d94c774b0ae09703d918b4c209c,97,0.003
relay_callback,f9c93dff48173279dbd73a1c8715245dcbabe3004bd0cbcfbfb5617670dacb15,98,0.006
relay_callback,f6b86cbfe14e2a06f0b1465999062334717a97f2bd153390bac238fefab483c7,99,0.007
relay_callback,f9e76c118190985594aebedab9404098b8e5f07c5fc6104e309648f1fc491f4b,100,0.001
relay_callback,ffb8ac4f298e6a83f1837a9dd4c509f0c2aa2e182a50300d6eb844e7152a478a,101,0.002
follow_update_started,8,102,0.004
relay_callback,1ce400e1cd0230fc99fc098e5e2dc4e03398eeacc3c2b1e8a2f2be89cacf58c7,103,0.01
relay_callback,769bb3f89d550309e15be68f6214a09052dec304e9d1d6832949aeb210e7f894,104,0.017
relay_callback,72b5e1820b3e76d8ec139dc838c9c74a1faab49d252917711a29666c6e7defcb,104,0.021
relay_callback,158f1b70399b3066fd61cd0ce3af8293fba9efd17286d59329baa7c6f678964c,105,0.005
relay_callback,d9b5fa880507e2e5d14d1461f7fc8b17d1ab857f4128f9e7b945ed42fdb1d17e,106,0.005
relay_callback,a316392d45017a6ec7a44b59d200efd25e66a244f18d84579006a425e35a1249,107,0.018
relay_callback,8bc9207cb25fbcbf5e9eea155517663e4e134d32f25b0523a6992d2032757836,107,0.02
relay_callback,929c05642f783467f7a6ea04c6d150fd53bf048a1e48b7e9709fb5c38f39067c,107,0.02
relay_callback,f4841f8cb21d54ad931bb939ec9b11a5c7d342ab822a7d1066b839b267966828,108,0.005
relay_callback,dc5509211aff50d180b97298478031a892b3fff5196cfb98b346f1d4913e1815,109,0.015
relay_callback,e0702f89d4a5854dbedf278bb575149b9c75f80556fc3a5550450a67608eabac,110,0.017
relay_callback,eb5d9ae48b224005cd776e4f5c319ff6ec70b202eabfee7b859ad7e07ad3252b,111,0.003
relay_callback,f6b86cbfe14e2a06f0b1465999062334717a97f2bd153390bac238fefab483c7,112,0.005
relay_callback,f9e76c118190985594aebedab9404098b8e5f07c5fc6104e309648f1fc491f4b,113,0.006
relay_callback,f9c93dff48173279dbd73a1c8715245dcbabe3004bd0cbcfbfb5617670dacb15,113,0.012
relay_callback,fdb803149fc8f5e76449b273b4dfde47e4346d94c774b0ae09703d918b4c209c,114,0.008
