transaction,logical_updates,changed,write_sync_ms,commit_ms
124,1,True,30.022166,30.03
125,1,True,19.902334,19.914
126,1,True,22.157625,22.172
127,1,True,24.947083,24.96
128,1,True,21.810333,21.822
129,1,True,23.99425,24.009
130,1,True,21.975,21.983
131,1,True,14.919125,14.925
132,1,True,18.969292,18.976
133,1,True,17.982166,17.988
134,1,True,18.997959,19.005
135,1,True,21.7455,21.753
136,1,True,15.9985,16.005
137,1,True,15.927667,15.934
138,1,True,15.040375,15.046
139,1,True,25.405584,25.428
140,1,True,41.326291,41.336
141,1,True,34.976416,34.984
142,1,True,50.697166,50.704
143,1,True,21.19125,21.199
144,1,True,26.525417,26.562
145,1,True,27.384125,27.407
146,1,True,28.005083,28.013
147,1,True,14.861875,14.869
148,1,True,12.003125,12.011
149,1,True,11.993792,12.001
150,1,True,9.910333,9.917
151,1,True,18.971667,18.979
152,1,True,16.983625,16.99
153,1,True,16.981125,16.988
154,1,True,17.963959,17.972
155,1,True,17.96,17.967
156,1,True,10.95225,10.96
157,1,True,18.000792,18.011
158,1,True,31.834375,31.848
159,1,True,34.987584,35.006
160,1,True,21.927208,21.938
161,1,True,29.972916,29.983
162,1,True,26.924958,26.934
163,1,True,21.973875,21.981
164,1,True,34.819875,34.848
165,1,True,23.953375,23.963
166,1,True,13.957833,13.964
167,1,True,18.966792,18.98
168,1,True,15.939959,15.946
169,1,True,10.967375,10.973
170,1,True,13.043166,13.05
171,1,True,19.847208,19.855
172,1,True,14.996917,15.011
173,1,True,32.030084,32.039
174,1,True,45.888541,45.896
175,1,True,26.536208,26.56
176,1,True,24.5355,24.544
177,1,True,18.002958,18.011
178,1,True,20.945583,20.952
179,1,True,15.921334,15.928
180,1,True,16.711959,16.721
181,1,True,17.998042,18.006
182,1,True,17.989167,17.995
183,1,True,14.000834,14.008
184,1,True,17.316791,17.336
185,1,True,16.746,16.755
186,1,True,11.983791,11.991
187,1,True,14.927375,14.934
188,1,True,17.961917,17.968
189,1,True,22.809667,22.821
190,1,True,16.980041,16.986
191,1,True,19.915583,19.921
192,1,True,15.285958,15.291
193,1,True,20.748667,20.758
194,1,True,7.00325,7.009
195,1,True,10.973416,10.979
196,1,True,36.009583,36.018
197,1,True,49.282542,49.299
198,1,True,16.013709,16.021
199,1,True,18.916833,18.923
200,1,True,22.031792,22.038
201,1,True,14.930375,14.938
202,1,True,17.876458,17.884
203,1,True,23.952667,23.96
204,1,True,15.013625,15.02
205,1,True,13.994,14.0
206,1,True,24.654334,24.663
207,1,True,16.942583,16.95
208,1,True,19.972667,19.979
209,1,True,28.9765,28.983
210,1,True,23.977375,23.99
211,1,False,0.0,0.0
212,1,False,0.0,0.001
213,1,True,18.545959,18.555
214,1,True,18.991125,18.998
215,1,False,0.0,0.0
216,1,False,0.0,0.0
217,1,False,0.0,0.0
218,1,False,0.0,0.001
219,1,False,0.0,0.001
220,1,False,0.0,0.0
221,1,False,0.0,0.0
222,1,False,0.0,0.001
223,1,False,0.0,0.0
224,1,False,0.0,0.0
225,1,False,0.0,0.0
226,1,False,0.0,0.0
227,1,False,0.0,0.0
228,1,False,0.0,0.0
229,1,False,0.0,0.0
230,1,False,0.0,0.0
231,1,False,0.0,0.001
232,1,False,0.0,0.0
233,1,False,0.0,0.0
234,1,False,0.0,0.0
235,1,True,24.450042,24.471
236,1,False,0.0,0.0
237,1,False,0.0,0.0
238,1,False,0.0,0.001
239,1,False,0.0,0.0
240,1,False,0.0,0.0
241,1,False,0.0,0.001
242,1,False,0.0,0.0
243,1,False,0.0,0.001
244,1,False,0.0,0.0
245,1,False,0.0,0.0
246,1,True,33.577375,33.592
247,1,False,0.0,0.0
248,1,False,0.0,0.001
249,1,True,27.974458,27.986
